invoice_id,customer_id,customer_name,business_segment,invoice_date,invoice_amount,credit_limit,credit_used,due_date,payment_terms_days,grace_period_days,handover_date,payment_date,handover_eligibility
FDX20252406225,CUST198246,Hamilton-Potts,Large,2025-12-06,17557,85057,71649,2025-12-31,25,20,2026-01-20,,ELIGIBLE
FDX20255752426,CUST329258,Gonzales-Martinez,Mid,2025-12-22,57603,239113,140705,2026-01-06,15,12,2026-01-18,,IN_GRACE
FDX20257855954,CUST343962,Smith-Torres,Small,2025-12-24,48989,232307,67393,2026-01-03,10,7,2026-01-10,,IN_GRACE
FDX20255325249,CUST629903,"Joseph, Jackson and Tapia",Small,2025-12-29,41208,139327,57781,2026-01-08,10,7,2026-01-15,,IN_GRACE
FDX20254171246,CUST731262,"Conrad, Riggs and Brown",Small,2026-01-09,6206,32892,24128,2026-01-19,10,7,2026-01-26,,ELIGIBLE
FDX20251091762,CUST127824,Woods-Ballard,Small,2025-12-29,10426,35220,11113,2026-01-08,10,7,2026-01-15,,ELIGIBLE
FDX20251119354,CUST688508,Leon Ltd,Small,2025-12-30,28413,98992,39109,2026-01-09,10,7,2026-01-16,,ELIGIBLE
FDX20259766777,CUST308496,Long-Hodge,Mid,2025-12-12,35989,185292,140226,2025-12-27,15,12,2026-01-08,2026-01-01,RESOLVED_IN_GRACE
FDX20252976835,CUST850800,"Stokes, Strickland and Cooper",Mid,2025-12-24,9466,55167,34658,2026-01-08,15,12,2026-01-20,,ELIGIBLE
FDX20259720156,CUST781453,Wilkerson-Hatfield,Small,2026-01-09,5637,21410,19210,2026-01-19,10,7,2026-01-26,,IN_GRACE
FDX20251120696,CUST835392,White-Noble,Mid,2025-12-14,3404,11058,4957,2025-12-29,15,12,2026-01-10,,ELIGIBLE
FDX20257291957,CUST671412,Collins-Miller,Large,2025-12-10,28596,105804,43848,2026-01-04,25,20,2026-01-24,,IN_GRACE
FDX20254446353,CUST539898,Miller-Underwood,Small,2025-12-29,46738,231234,206003,2026-01-08,10,7,2026-01-15,2026-01-10,RESOLVED_IN_GRACE
FDX20256299951,CUST331148,Oneal PLC,Small,2026-01-04,29258,139564,54066,2026-01-14,10,7,2026-01-21,,ELIGIBLE
FDX20257859282,CUST571029,"Hardy, Bauer and Mckee",Mid,2025-12-26,22266,133135,30932,2026-01-10,15,12,2026-01-22,2026-01-17,RESOLVED_IN_GRACE
FDX20257077878,CUST717889,West-Acosta,Mid,2025-12-17,57049,263848,170962,2026-01-01,15,12,2026-01-13,,ELIGIBLE
FDX20252788169,CUST391704,Turner-Trujillo,Small,2026-01-13,19451,50586,46864,2026-01-23,10,7,2026-01-30,,ELIGIBLE
FDX20253596753,CUST948749,Kennedy-Hines,Mid,2025-12-24,17478,53351,32245,2026-01-08,15,12,2026-01-20,,ELIGIBLE
FDX20258148295,CUST106814,Roberts-Flores,Large,2025-12-14,52719,283160,227418,2026-01-08,25,20,2026-01-28,2026-01-11,RESOLVED_IN_GRACE
FDX20255255251,CUST895667,Greene LLC,Mid,2025-12-28,48228,270402,240686,2026-01-12,15,12,2026-01-24,,ELIGIBLE
FDX20255383935,CUST944962,Berg-James,Large,2025-12-01,16449,84283,40000,2025-12-26,25,20,2026-01-15,2026-01-06,RESOLVED_IN_GRACE
FDX20259994347,CUST267414,Ryan-Walker,Mid,2025-12-22,10669,61645,20445,2026-01-06,15,12,2026-01-18,,ELIGIBLE
FDX20258106183,CUST832052,Carr-Sullivan,Small,2026-01-03,59532,315308,270568,2026-01-13,10,7,2026-01-20,,ELIGIBLE
FDX20257134489,CUST543143,Fuller-Sharp,Mid,2025-12-16,27866,129199,41195,2025-12-31,15,12,2026-01-12,2026-01-03,RESOLVED_IN_GRACE
FDX20255623138,CUST456778,Keller-Haney,Large,2025-12-01,26438,145066,57947,2025-12-26,25,20,2026-01-15,,IN_GRACE
FDX20257668174,CUST391369,Lewis-Young,Small,2026-01-11,31718,155732,65801,2026-01-21,10,7,2026-01-28,,ELIGIBLE
FDX20254417412,CUST263032,Baker PLC,Small,2026-01-07,41150,186991,84512,2026-01-17,10,7,2026-01-24,2026-01-19,RESOLVED_IN_GRACE
FDX20257932818,CUST325772,Boone-Colon,Small,2026-01-11,22014,79284,62312,2026-01-21,10,7,2026-01-28,,ELIGIBLE
FDX20259094465,CUST900581,Liu LLC,Small,2025-12-22,28662,171480,96101,2026-01-01,10,7,2026-01-08,2026-01-04,RESOLVED_IN_GRACE
FDX20253998417,CUST452944,Nguyen-Sosa,Small,2026-01-10,21244,121298,57737,2026-01-20,10,7,2026-01-27,2026-01-27,RESOLVED_IN_GRACE
FDX20257211142,CUST207175,Thornton-Smith,Small,2025-12-27,17773,96954,74029,2026-01-06,10,7,2026-01-13,,ELIGIBLE
FDX20259116148,CUST197251,"Coffey, Garcia and Singleton",Small,2026-01-07,51749,271487,165783,2026-01-17,10,7,2026-01-24,,ELIGIBLE
FDX20255257682,CUST498382,Bauer-Macdonald,Mid,2025-12-21,34746,101671,49969,2026-01-05,15,12,2026-01-17,,IN_GRACE
FDX20256144785,CUST201414,Lopez-Kent,Small,2026-01-07,6374,26063,13666,2026-01-17,10,7,2026-01-24,,ELIGIBLE
FDX20256777340,CUST476417,Brown-Curtis,Mid,2025-12-21,15969,42958,29930,2026-01-05,15,12,2026-01-17,,IN_GRACE
FDX20257679508,CUST988662,Smith-Rojas,Mid,2025-12-31,18375,47530,38199,2026-01-15,15,12,2026-01-27,2026-01-27,RESOLVED_IN_GRACE
FDX20253316405,CUST460663,Cohen-Jefferson,Small,2025-12-24,35561,92116,56563,2026-01-03,10,7,2026-01-10,2026-01-08,RESOLVED_IN_GRACE
FDX20252997927,CUST733052,Steele-Bell,Small,2026-01-01,34247,148387,45410,2026-01-11,10,7,2026-01-18,,ELIGIBLE
FDX20254854922,CUST377370,Ingram PLC,Small,2025-12-22,56609,229063,139777,2026-01-01,10,7,2026-01-08,,ELIGIBLE
FDX20258492618,CUST946335,"Stanley, Rios and Rosales",Mid,2025-12-30,47537,209994,203206,2026-01-14,15,12,2026-01-26,2026-01-25,RESOLVED_IN_GRACE
FDX20253714471,CUST145561,Smith-Martin,Mid,2025-12-22,44748,126494,95689,2026-01-06,15,12,2026-01-18,,ELIGIBLE
FDX20252682396,CUST865179,"Perry, Hall and Deleon",Small,2026-01-05,47283,161958,149518,2026-01-15,10,7,2026-01-22,,ELIGIBLE
FDX20254598010,CUST581741,Turner-Horton,Mid,2025-12-28,33054,152187,95825,2026-01-12,15,12,2026-01-24,,IN_GRACE
FDX20259528589,CUST662275,Mills-Pacheco,Mid,2025-12-26,41460,117315,63969,2026-01-10,15,12,2026-01-22,,ELIGIBLE
FDX20257720296,CUST230889,Mullins-Lindsey,Mid,2026-01-03,24852,137775,37692,2026-01-18,15,12,2026-01-30,,IN_GRACE
FDX20256678044,CUST496922,Evans-Cruz,Small,2025-12-29,46595,156318,48667,2026-01-08,10,7,2026-01-15,,ELIGIBLE
FDX20251873301,CUST182627,"Ferguson, Erickson and Murphy",Small,2026-01-13,48242,190452,150523,2026-01-23,10,7,2026-01-30,2026-01-25,RESOLVED_IN_GRACE
FDX20253696736,CUST678856,Parker-Avila,Mid,2025-12-31,32168,102479,47402,2026-01-15,15,12,2026-01-27,,ELIGIBLE
FDX20257528076,CUST407419,"Prince, Thompson and Stuart",Mega,2025-12-01,28530,94731,80544,2026-01-05,35,30,2026-02-04,,IN_GRACE
FDX20251088762,CUST969693,"Oliver, Ellis and Wright",Large,2025-12-10,27404,163517,33298,2026-01-04,25,20,2026-01-24,,IN_GRACE
FDX20252528212,CUST759176,Douglas-Parker,Large,2025-12-01,15679,48749,28147,2025-12-26,25,20,2026-01-15,2026-01-06,RESOLVED_IN_GRACE
FDX20253438206,CUST748564,Shaw Inc,Large,2025-12-12,34839,126019,44336,2026-01-06,25,20,2026-01-26,,ELIGIBLE
FDX20258913286,CUST479201,"Miles, Baker and Simpson",Mid,2025-12-17,36574,195808,38333,2026-01-01,15,12,2026-01-13,,ELIGIBLE
FDX20258304421,CUST705397,"Stevens, Russo and Golden",Small,2025-12-26,12982,73250,33919,2026-01-05,10,7,2026-01-12,,ELIGIBLE
FDX20252478755,CUST301629,Huynh-Rosales,Mid,2025-12-31,24090,141388,101348,2026-01-15,15,12,2026-01-27,,ELIGIBLE
FDX20252075091,CUST838797,Romero-Martin,Mid,2026-01-03,38709,225145,161499,2026-01-18,15,12,2026-01-30,,ELIGIBLE
FDX20255413951,CUST172933,"Parrish, Valentine and Maynard",Mid,2025-12-12,51934,189440,171307,2025-12-27,15,12,2026-01-08,,ELIGIBLE
FDX20254720687,CUST148050,"Velez, Perez and Chen",Small,2025-12-24,53709,284021,104975,2026-01-03,10,7,2026-01-10,,ELIGIBLE
FDX20257221581,CUST793384,Carr-Lane,Small,2026-01-05,40929,196432,169081,2026-01-15,10,7,2026-01-22,2026-01-22,RESOLVED_IN_GRACE
FDX20252342843,CUST338968,Blackwell-Jones,Mega,2025-12-01,39436,181387,130205,2026-01-05,35,30,2026-02-04,2026-01-08,RESOLVED_IN_GRACE
FDX20251633429,CUST910620,Hernandez-Phillips,Large,2025-12-14,38483,134492,71887,2026-01-08,25,20,2026-01-28,2026-01-23,RESOLVED_IN_GRACE
FDX20257447920,CUST403445,Powell-Martinez,Mid,2026-01-01,19157,59077,23973,2026-01-16,15,12,2026-01-28,,ELIGIBLE
FDX20257721705,CUST183667,Jimenez-Rosario,Small,2025-12-31,5719,30008,27850,2026-01-10,10,7,2026-01-17,,ELIGIBLE
FDX20259741022,CUST996865,Rhodes Inc,Small,2025-12-24,15693,64890,45580,2026-01-03,10,7,2026-01-10,,ELIGIBLE
FDX20255806156,CUST344098,Cobb LLC,Small,2026-01-04,2276,7479,6598,2026-01-14,10,7,2026-01-21,2026-01-18,RESOLVED_IN_GRACE
FDX20251964069,CUST205907,"Frederick, Peterson and Hess",Small,2026-01-11,11226,51339,36978,2026-01-21,10,7,2026-01-28,,ELIGIBLE
FDX20253940561,CUST498591,Briggs-Peters,Small,2025-12-24,44290,232101,157297,2026-01-03,10,7,2026-01-10,2026-01-04,RESOLVED_IN_GRACE
FDX20259294125,CUST391476,Murphy-Levy,Mega,2025-12-01,8277,25945,20229,2026-01-05,35,30,2026-02-04,,ELIGIBLE
FDX20258364728,CUST575435,"Bass, Lopez and Schmidt",Mid,2025-12-31,37912,171237,79951,2026-01-15,15,12,2026-01-27,,ELIGIBLE
FDX20251179690,CUST766563,"Bowers, Price and Morgan",Small,2025-12-29,14953,51013,16960,2026-01-08,10,7,2026-01-15,,ELIGIBLE
FDX20254384085,CUST974628,"Roach, Underwood and Manning",Small,2026-01-10,53698,138023,124875,2026-01-20,10,7,2026-01-27,,ELIGIBLE
FDX20259693169,CUST482554,Johnson-Vincent,Small,2026-01-07,4315,16709,10834,2026-01-17,10,7,2026-01-24,,IN_GRACE
FDX20255798393,CUST270555,Clay-Moore,Large,2025-12-04,17834,46686,42184,2025-12-29,25,20,2026-01-18,,IN_GRACE
FDX20254267304,CUST488162,Copeland-Armstrong,Large,2025-12-04,34803,178682,73116,2025-12-29,25,20,2026-01-18,,ELIGIBLE
FDX20251563871,CUST472528,Middleton-Price,Large,2025-12-01,39382,142004,121731,2025-12-26,25,20,2026-01-15,,ELIGIBLE
FDX20259565571,CUST319684,Baker-Aguirre,Mid,2025-12-22,18063,86935,36323,2026-01-06,15,12,2026-01-18,,ELIGIBLE
FDX20259653916,CUST802729,Young-Sullivan,Mid,2025-12-19,35007,148640,64258,2026-01-03,15,12,2026-01-15,2026-01-06,RESOLVED_IN_GRACE
FDX20254886793,CUST379946,Scott-Phillips,Small,2025-12-22,53887,163718,59040,2026-01-01,10,7,2026-01-08,,IN_GRACE
FDX20253843451,CUST835911,Miller-Espinoza,Small,2026-01-13,59694,272889,238725,2026-01-23,10,7,2026-01-30,,ELIGIBLE
FDX20251605005,CUST816751,Hayes-Ward,Small,2026-01-05,48431,257838,185994,2026-01-15,10,7,2026-01-22,,ELIGIBLE
FDX20257035435,CUST779514,West-Griffin,Large,2025-12-07,14785,42416,20413,2026-01-01,25,20,2026-01-21,,IN_GRACE
FDX20255014060,CUST174870,"Arroyo, Miller and Johnson",Small,2026-01-10,43225,223766,103394,2026-01-20,10,7,2026-01-27,,ELIGIBLE
FDX20251004819,CUST738720,Ochoa-Cisneros,Mid,2025-12-28,48441,232974,141015,2026-01-12,15,12,2026-01-24,,ELIGIBLE
FDX20253641484,CUST765822,"Reilly, Stout and Cross",Small,2025-12-22,51470,204856,194277,2026-01-01,10,7,2026-01-08,,ELIGIBLE
FDX20252456980,CUST279451,Luna-Howard,Mid,2025-12-21,24367,80492,36418,2026-01-05,15,12,2026-01-17,2026-01-06,RESOLVED_IN_GRACE
FDX20255629452,CUST660086,Herrera-Mahoney,Small,2025-12-24,32428,98598,33290,2026-01-03,10,7,2026-01-10,,IN_GRACE
FDX20257701385,CUST864544,Robinson-Bennett,Large,2025-12-13,5697,28961,6434,2026-01-07,25,20,2026-01-27,,ELIGIBLE
FDX20256924499,CUST356702,Benson-Beck,Small,2025-12-29,37571,171240,73675,2026-01-08,10,7,2026-01-15,,ELIGIBLE
FDX20257629401,CUST271339,Bradshaw PLC,Small,2026-01-07,37202,154603,70413,2026-01-17,10,7,2026-01-24,2026-01-24,RESOLVED_IN_GRACE
FDX20257802338,CUST584714,Baker-Turner,Small,2025-12-24,45633,132262,102892,2026-01-03,10,7,2026-01-10,2026-01-09,RESOLVED_IN_GRACE
FDX20254360650,CUST497887,Morris-Parker,Small,2025-12-31,48454,163121,112686,2026-01-10,10,7,2026-01-17,,ELIGIBLE
FDX20259686281,CUST383060,"Davies, Powers and Moore",Small,2025-12-30,41678,216885,96555,2026-01-09,10,7,2026-01-16,,ELIGIBLE
FDX20251257807,CUST771088,Scott-Payne,Mid,2025-12-30,42737,210535,128260,2026-01-14,15,12,2026-01-26,,ELIGIBLE
FDX20252151205,CUST821590,Murray-Brady,Small,2025-12-30,5839,19741,16074,2026-01-09,10,7,2026-01-16,,ELIGIBLE
FDX20252512732,CUST684004,Pennington Inc,Small,2026-01-05,49430,209358,142093,2026-01-15,10,7,2026-01-22,,IN_GRACE
FDX20255773013,CUST330283,Taylor-Atkins,Small,2026-01-10,23259,70123,68113,2026-01-20,10,7,2026-01-27,,IN_GRACE
FDX20256840069,CUST817870,Smith-Burns,Large,2025-12-08,47989,125079,50390,2026-01-02,25,20,2026-01-22,,ELIGIBLE
FDX20256829664,CUST440035,Daniels-Torres,Mid,2025-12-30,25317,73877,27437,2026-01-14,15,12,2026-01-26,2026-01-23,RESOLVED_IN_GRACE
FDX20255639031,CUST983794,Morales-Brown,Mid,2025-12-25,9025,42827,28920,2026-01-09,15,12,2026-01-21,2026-01-21,RESOLVED_IN_GRACE
FDX20254796608,CUST905635,Pope-Gray,Small,2025-12-29,36743,192596,103834,2026-01-08,10,7,2026-01-15,,ELIGIBLE
FDX20254263591,CUST913694,Knight PLC,Mega,2025-12-01,48030,153864,64914,2026-01-05,35,30,2026-02-04,,ELIGIBLE
FDX20258629590,CUST158655,Watson-Farley,Mid,2025-12-21,29632,96744,56893,2026-01-05,15,12,2026-01-17,2026-01-17,RESOLVED_IN_GRACE
FDX20257777264,CUST340174,Nielsen-Brown,Small,2026-01-11,4623,11767,6341,2026-01-21,10,7,2026-01-28,,ELIGIBLE
FDX20251078038,CUST961722,Kerr-Thomas,Mid,2025-12-16,28916,73697,58524,2025-12-31,15,12,2026-01-12,,ELIGIBLE
FDX20255380657,CUST133659,"Peck, Richardson and Gardner",Mega,2025-12-01,10323,34261,18207,2026-01-05,35,30,2026-02-04,,ELIGIBLE
FDX20253936596,CUST944151,Robinson-Bailey,Small,2025-12-22,22618,61563,32680,2026-01-01,10,7,2026-01-08,,IN_GRACE
FDX20257830585,CUST430776,"Meza, Campbell and Brown",Small,2026-01-11,50378,297437,189038,2026-01-21,10,7,2026-01-28,,IN_GRACE
FDX20259493265,CUST520651,Guerrero-Contreras,Mid,2025-12-17,16633,41766,39747,2026-01-01,15,12,2026-01-13,2026-01-05,RESOLVED_IN_GRACE
FDX20252786185,CUST380746,Pope-Rogers,Small,2026-01-09,45387,184695,82702,2026-01-19,10,7,2026-01-26,,ELIGIBLE
FDX20252214435,CUST169403,Nichols-Green,Small,2025-12-30,58985,315167,130984,2026-01-09,10,7,2026-01-16,2026-01-11,RESOLVED_IN_GRACE
FDX20259441777,CUST321231,Hall-Schroeder,Mid,2025-12-28,31443,121977,58274,2026-01-12,15,12,2026-01-24,,ELIGIBLE
FDX20255936726,CUST694731,Newman-Sanchez,Small,2025-12-30,39138,127920,96120,2026-01-09,10,7,2026-01-16,,ELIGIBLE
FDX20256703681,CUST852787,Sherman-Kent,Small,2026-01-01,51800,279741,88905,2026-01-11,10,7,2026-01-18,,IN_GRACE
FDX20252963085,CUST429963,Lane-Olson,Small,2026-01-01,57167,289784,65066,2026-01-11,10,7,2026-01-18,,ELIGIBLE
FDX20259611521,CUST322955,Boyer-Hebert,Mid,2026-01-01,58153,304279,87475,2026-01-16,15,12,2026-01-28,,IN_GRACE
FDX20255323377,CUST787277,"Harvey, Jones and Lawrence",Mega,2025-12-01,58594,255417,244575,2026-01-05,35,30,2026-02-04,,ELIGIBLE
FDX20255196677,CUST623481,"Bright, Herrera and Graham",Large,2025-12-02,27478,97676,43726,2025-12-27,25,20,2026-01-16,2026-01-10,RESOLVED_IN_GRACE
FDX20258428425,CUST514850,Jones-Powers,Small,2026-01-04,56565,253156,217053,2026-01-14,10,7,2026-01-21,2026-01-18,RESOLVED_IN_GRACE
FDX20257326357,CUST774079,Roberts-Martinez,Mid,2025-12-21,56297,287058,179831,2026-01-05,15,12,2026-01-17,,ELIGIBLE
FDX20259113963,CUST581141,"Choi, Mitchell and Jones",Small,2026-01-01,49137,202939,51561,2026-01-11,10,7,2026-01-18,2026-01-13,RESOLVED_IN_GRACE
FDX20255081447,CUST249811,Hull-Mcgee,Small,2025-12-30,15022,37649,23352,2026-01-09,10,7,2026-01-16,,IN_GRACE
FDX20256698561,CUST377746,Cruz-Black,Small,2025-12-29,25998,101491,59122,2026-01-08,10,7,2026-01-15,2026-01-09,RESOLVED_IN_GRACE
FDX20258698199,CUST246413,Taylor-Anderson,Small,2026-01-07,2736,13222,4367,2026-01-17,10,7,2026-01-24,2026-01-21,RESOLVED_IN_GRACE
FDX20258729606,CUST358607,Kelly LLC,Mid,2025-12-14,27122,102395,87979,2025-12-29,15,12,2026-01-10,,ELIGIBLE
FDX20251458868,CUST881177,Monroe Ltd,Small,2025-12-29,1780,4700,4588,2026-01-08,10,7,2026-01-15,,ELIGIBLE
FDX20259086117,CUST688637,Padilla-Johnson,Small,2026-01-03,37321,130971,75351,2026-01-13,10,7,2026-01-20,,ELIGIBLE
FDX20252950658,CUST665158,Smith-Carr,Large,2025-12-10,53193,219827,197980,2026-01-04,25,20,2026-01-24,2026-01-05,RESOLVED_IN_GRACE
FDX20255325497,CUST375504,Johnson-Henson,Mid,2026-01-01,8043,30894,29535,2026-01-16,15,12,2026-01-28,2026-01-18,RESOLVED_IN_GRACE
FDX20252133372,CUST883300,Hughes-Romero,Mid,2025-12-25,33599,137371,72831,2026-01-09,15,12,2026-01-21,2026-01-12,RESOLVED_IN_GRACE
FDX20257420191,CUST712982,Mitchell-Erickson,Mid,2025-12-20,39517,207024,84070,2026-01-04,15,12,2026-01-16,,ELIGIBLE
FDX20254697401,CUST549245,Martin-Schultz,Mid,2025-12-17,35298,88715,73724,2026-01-01,15,12,2026-01-13,,IN_GRACE
FDX20254857587,CUST711878,"Lewis, Gomez and Craig",Small,2026-01-04,9993,44362,16277,2026-01-14,10,7,2026-01-21,2026-01-15,RESOLVED_IN_GRACE
FDX20256297082,CUST518801,"Foster, Perez and Williams",Small,2026-01-04,25005,63307,45835,2026-01-14,10,7,2026-01-21,,IN_GRACE
FDX20257919359,CUST479580,Neal-Lee,Small,2026-01-07,55116,142550,140862,2026-01-17,10,7,2026-01-24,2026-01-22,RESOLVED_IN_GRACE
FDX20256923972,CUST329974,Lopez-Jones,Mid,2025-12-19,54325,242752,215615,2026-01-03,15,12,2026-01-15,2026-01-13,RESOLVED_IN_GRACE
FDX20259665502,CUST245051,Saunders-King,Mid,2025-12-25,47708,228243,73585,2026-01-09,15,12,2026-01-21,2026-01-21,RESOLVED_IN_GRACE
FDX20259986747,CUST634277,Berry Inc,Small,2026-01-01,48609,172677,64621,2026-01-11,10,7,2026-01-18,,IN_GRACE
FDX20251163128,CUST617488,Lee-Wagner,Mid,2025-12-12,23120,79089,69542,2025-12-27,15,12,2026-01-08,2026-01-02,RESOLVED_IN_GRACE
FDX20255418274,CUST195325,Turner-Elliott,Large,2025-12-01,25910,85719,71662,2025-12-26,25,20,2026-01-15,,ELIGIBLE
FDX20255165071,CUST892495,Wolf-Arnold,Small,2025-12-22,17526,89448,38844,2026-01-01,10,7,2026-01-08,,ELIGIBLE
FDX20255819919,CUST149405,Taylor-Cole,Small,2025-12-24,10226,28710,20855,2026-01-03,10,7,2026-01-10,,ELIGIBLE
FDX20252560439,CUST214975,Riggs Inc,Large,2025-12-02,34478,195961,178197,2025-12-27,25,20,2026-01-16,,ELIGIBLE
FDX20257692945,CUST260265,Terry-Lawson,Large,2025-12-10,14155,65273,56617,2026-01-04,25,20,2026-01-24,,ELIGIBLE
FDX20256737688,CUST757924,Strong-Forbes,Large,2025-12-01,30667,160023,70533,2025-12-26,25,20,2026-01-15,2026-01-03,RESOLVED_IN_GRACE
FDX20252275551,CUST267753,Wise-Weiss,Small,2026-01-10,24427,96589,31932,2026-01-20,10,7,2026-01-27,,ELIGIBLE
FDX20253994493,CUST930555,Sharp-Vega,Mid,2025-12-21,47338,198577,177608,2026-01-05,15,12,2026-01-17,,ELIGIBLE
FDX20258995273,CUST813536,Hayes-Johnson,Mid,2025-12-14,28015,92890,89515,2025-12-29,15,12,2026-01-10,2026-01-04,RESOLVED_IN_GRACE
FDX20256265911,CUST542666,Nguyen-Sanchez,Mid,2025-12-19,50399,178026,128493,2026-01-03,15,12,2026-01-15,,ELIGIBLE
FDX20256931382,CUST725380,Riley LLC,Small,2025-12-27,25363,69531,32343,2026-01-06,10,7,2026-01-13,2026-01-07,RESOLVED_IN_GRACE
FDX20254666931,CUST166613,Hernandez-Avery,Mid,2026-01-01,9089,52692,30690,2026-01-16,15,12,2026-01-28,2026-01-19,RESOLVED_IN_GRACE
FDX20255514342,CUST503457,Brewer-Moses,Mid,2025-12-17,55047,222715,138760,2026-01-01,15,12,2026-01-13,2026-01-10,RESOLVED_IN_GRACE
FDX20254066614,CUST500156,Hartman-Stephens,Large,2025-12-16,46446,230253,94045,2026-01-10,25,20,2026-01-30,2026-01-25,RESOLVED_IN_GRACE
FDX20254190481,CUST724834,Jones-Greer,Small,2025-12-30,30684,169000,77127,2026-01-09,10,7,2026-01-16,,ELIGIBLE
FDX20259371819,CUST590785,Lane and Sons,Mid,2025-12-24,27836,74882,42322,2026-01-08,15,12,2026-01-20,,ELIGIBLE
FDX20254349848,CUST654816,White-Hoffman,Small,2025-12-29,6903,31843,15958,2026-01-08,10,7,2026-01-15,,IN_GRACE
FDX20254940319,CUST363626,Miller-Palmer,Large,2025-12-08,36333,167844,41230,2026-01-02,25,20,2026-01-22,2026-01-10,RESOLVED_IN_GRACE
FDX20255061034,CUST680099,Clarke-Johnson,Large,2025-12-01,2802,11178,8679,2025-12-26,25,20,2026-01-15,,IN_GRACE
FDX20255452763,CUST112038,Brown-Wise,Mid,2025-12-28,54082,275097,263149,2026-01-12,15,12,2026-01-24,,ELIGIBLE
FDX20254469169,CUST813328,"Li, Ferguson and Anderson",Small,2026-01-05,34759,87813,81073,2026-01-15,10,7,2026-01-22,,ELIGIBLE
FDX20254845464,CUST855731,Richard-Contreras,Mid,2025-12-25,51257,283595,174697,2026-01-09,15,12,2026-01-21,2026-01-11,RESOLVED_IN_GRACE
FDX20254401858,CUST220116,Ramirez-George,Small,2026-01-04,56338,283338,169522,2026-01-14,10,7,2026-01-21,2026-01-15,RESOLVED_IN_GRACE
FDX20255189194,CUST814825,Macdonald-Walker,Small,2025-12-22,53881,215835,88286,2026-01-01,10,7,2026-01-08,2026-01-03,RESOLVED_IN_GRACE
FDX20256973148,CUST663054,"Oneal, Wood and Williams",Small,2025-12-29,41421,161272,89652,2026-01-08,10,7,2026-01-15,,ELIGIBLE
FDX20253617171,CUST887352,White-Marshall,Mega,2025-12-01,47540,204958,124876,2026-01-05,35,30,2026-02-04,2026-01-27,RESOLVED_IN_GRACE
FDX20252789949,CUST379786,Robinson-Finley,Mid,2026-01-03,49396,219032,205701,2026-01-18,15,12,2026-01-30,,IN_GRACE
FDX20253011227,CUST905934,Barrett-Blankenship,Small,2025-12-30,59124,195270,70971,2026-01-09,10,7,2026-01-16,,IN_GRACE
