invoice_id,customer_id,customer_name,business_segment,invoice_date,invoice_amount,credit_limit,credit_used,due_date,payment_terms_days,grace_period_days,handover_date,payment_date,handover_eligibility
FDX20257447920,CUST403445,Mckinney-Fleming,Mid,2026-01-02,19157,59077,23973,2026-01-17,15,12,2026-01-29,,ELIGIBLE
FDX20257721705,CUST183667,Peterson-Elliott,Small,2026-01-01,5719,30008,27850,2026-01-11,10,7,2026-01-18,,ELIGIBLE
FDX20259741022,CUST996865,Johnston-Rose,Small,2025-12-25,15693,64890,45580,2026-01-04,10,7,2026-01-11,,ELIGIBLE
FDX20255806156,CUST344098,Carey-Miller,Small,2026-01-05,2276,7479,6598,2026-01-15,10,7,2026-01-22,2026-01-19,RESOLVED_IN_GRACE
FDX20251964069,CUST205907,Higgins-Hill,Small,2026-01-12,11226,51339,36978,2026-01-22,10,7,2026-01-29,,ELIGIBLE
FDX20253940561,CUST498591,Garcia-Phillips,Small,2025-12-25,44290,232101,157297,2026-01-04,10,7,2026-01-11,2026-01-05,RESOLVED_IN_GRACE
FDX20259294125,CUST391476,Guerra-Whitney,Mega,2025-12-01,8277,25945,20229,2026-01-05,35,30,2026-02-04,,ELIGIBLE
FDX20258364728,CUST575435,Howard-Smith,Mid,2026-01-01,37912,171237,79951,2026-01-16,15,12,2026-01-28,,ELIGIBLE
FDX20251179690,CUST766563,Shaffer-Hobbs,Small,2025-12-30,14953,51013,16960,2026-01-09,10,7,2026-01-16,,ELIGIBLE
FDX20254384085,CUST974628,"Jimenez, Hill and Jackson",Small,2026-01-11,53698,138023,124875,2026-01-21,10,7,2026-01-28,,ELIGIBLE
FDX20259693169,CUST482554,Bailey Inc,Small,2026-01-08,4315,16709,10834,2026-01-18,10,7,2026-01-25,,IN_GRACE
FDX20255798393,CUST270555,Mccormick-Miller,Large,2025-12-05,17834,46686,42184,2025-12-30,25,20,2026-01-19,,IN_GRACE
FDX20254267304,CUST488162,Young-Fry,Large,2025-12-05,34803,178682,73116,2025-12-30,25,20,2026-01-19,,ELIGIBLE
FDX20251563871,CUST472528,Brewer-Deleon,Large,2025-12-01,39382,142004,121731,2025-12-26,25,20,2026-01-15,,ELIGIBLE
FDX20259565571,CUST319684,Carney-Mann,Mid,2025-12-23,18063,86935,36323,2026-01-07,15,12,2026-01-19,,ELIGIBLE
FDX20259653916,CUST802729,Lester and Sons,Mid,2025-12-20,35007,148640,64258,2026-01-04,15,12,2026-01-16,2026-01-07,RESOLVED_IN_GRACE
FDX20254886793,CUST379946,Silva-Lynn,Small,2025-12-23,53887,163718,59040,2026-01-02,10,7,2026-01-09,,IN_GRACE
FDX20253843451,CUST835911,Johnson-Hopkins,Small,2026-01-14,59694,272889,238725,2026-01-24,10,7,2026-01-31,,ELIGIBLE
FDX20251605005,CUST816751,"Baker, Stevens and Johnson",Small,2026-01-06,48431,257838,185994,2026-01-16,10,7,2026-01-23,,ELIGIBLE
FDX20257035435,CUST779514,Rivas-Rhodes,Large,2025-12-08,14785,42416,20413,2026-01-02,25,20,2026-01-22,,IN_GRACE
FDX20255014060,CUST174870,Martin-Greer,Small,2026-01-11,43225,223766,103394,2026-01-21,10,7,2026-01-28,,ELIGIBLE
FDX20251004819,CUST738720,Morris-Carter,Mid,2025-12-29,48441,232974,141015,2026-01-13,15,12,2026-01-25,,ELIGIBLE
FDX20253641484,CUST765822,Wolfe Inc,Small,2025-12-23,51470,204856,194277,2026-01-02,10,7,2026-01-09,,ELIGIBLE
FDX20252456980,CUST279451,Williams-Hill,Mid,2025-12-22,24367,80492,36418,2026-01-06,15,12,2026-01-18,2026-01-07,RESOLVED_IN_GRACE
FDX20255629452,CUST660086,"Quinn, Porter and Young",Small,2025-12-25,32428,98598,33290,2026-01-04,10,7,2026-01-11,,IN_GRACE
FDX20257701385,CUST864544,Harris and Sons,Large,2025-12-14,5697,28961,6434,2026-01-08,25,20,2026-01-28,,ELIGIBLE
FDX20256924499,CUST356702,Watson-Sanders,Small,2025-12-30,37571,171240,73675,2026-01-09,10,7,2026-01-16,,ELIGIBLE
FDX20257629401,CUST271339,Roberts-Roth,Small,2026-01-08,37202,154603,70413,2026-01-18,10,7,2026-01-25,2026-01-25,RESOLVED_IN_GRACE
FDX20257802338,CUST584714,Villanueva LLC,Small,2025-12-25,45633,132262,102892,2026-01-04,10,7,2026-01-11,2026-01-10,RESOLVED_IN_GRACE
FDX20254360650,CUST497887,Hicks-Schneider,Small,2026-01-01,48454,163121,112686,2026-01-11,10,7,2026-01-18,,ELIGIBLE
FDX20259686281,CUST383060,Thomas-Clark,Small,2025-12-31,41678,216885,96555,2026-01-10,10,7,2026-01-17,,ELIGIBLE
FDX20251257807,CUST771088,Cunningham-Hoffman,Mid,2025-12-31,42737,210535,128260,2026-01-15,15,12,2026-01-27,,ELIGIBLE
FDX20252151205,CUST821590,"Sparks, Acosta and Campbell",Small,2025-12-31,5839,19741,16074,2026-01-10,10,7,2026-01-17,,ELIGIBLE
FDX20252512732,CUST684004,Thompson-Rojas,Small,2026-01-06,49430,209358,142093,2026-01-16,10,7,2026-01-23,,IN_GRACE
FDX20255773013,CUST330283,Rich and Sons,Small,2026-01-11,23259,70123,68113,2026-01-21,10,7,2026-01-28,,IN_GRACE
FDX20256840069,CUST817870,Diaz-Carter,Large,2025-12-09,47989,125079,50390,2026-01-03,25,20,2026-01-23,,ELIGIBLE
FDX20256829664,CUST440035,Hall-Keith,Mid,2025-12-31,25317,73877,27437,2026-01-15,15,12,2026-01-27,2026-01-24,RESOLVED_IN_GRACE
FDX20255639031,CUST983794,Arroyo-Nash,Mid,2025-12-26,9025,42827,28920,2026-01-10,15,12,2026-01-22,2026-01-22,RESOLVED_IN_GRACE
FDX20254796608,CUST905635,Chapman Inc,Small,2025-12-30,36743,192596,103834,2026-01-09,10,7,2026-01-16,,ELIGIBLE
FDX20254263591,CUST913694,Martin-Frazier,Mega,2025-12-01,48030,153864,64914,2026-01-05,35,30,2026-02-04,,ELIGIBLE
FDX20258629590,CUST158655,"Arroyo, Sharp and Mcknight",Mid,2025-12-22,29632,96744,56893,2026-01-06,15,12,2026-01-18,2026-01-18,RESOLVED_IN_GRACE
FDX20257777264,CUST340174,"Moyer, Hoffman and Solis",Small,2026-01-12,4623,11767,6341,2026-01-22,10,7,2026-01-29,,ELIGIBLE
FDX20251078038,CUST961722,Odom LLC,Mid,2025-12-17,28916,73697,58524,2026-01-01,15,12,2026-01-13,,ELIGIBLE
FDX20255380657,CUST133659,Harrington-Smith,Mega,2025-12-01,10323,34261,18207,2026-01-05,35,30,2026-02-04,,ELIGIBLE
FDX20253936596,CUST944151,Houston-Swanson,Small,2025-12-23,22618,61563,32680,2026-01-02,10,7,2026-01-09,,IN_GRACE
FDX20257830585,CUST430776,May-Barnett,Small,2026-01-12,50378,297437,189038,2026-01-22,10,7,2026-01-29,,IN_GRACE
FDX20259493265,CUST520651,"Owens, Stephenson and Johnson",Mid,2025-12-18,16633,41766,39747,2026-01-02,15,12,2026-01-14,2026-01-06,RESOLVED_IN_GRACE
FDX20252786185,CUST380746,Anderson-Hughes,Small,2026-01-10,45387,184695,82702,2026-01-20,10,7,2026-01-27,,ELIGIBLE
FDX20252214435,CUST169403,Russell-Jackson,Small,2025-12-31,58985,315167,130984,2026-01-10,10,7,2026-01-17,2026-01-12,RESOLVED_IN_GRACE
FDX20259441777,CUST321231,Nelson-Myers,Mid,2025-12-29,31443,121977,58274,2026-01-13,15,12,2026-01-25,,ELIGIBLE
FDX20255936726,CUST694731,Wang and Sons,Small,2025-12-31,39138,127920,96120,2026-01-10,10,7,2026-01-17,,ELIGIBLE
FDX20256703681,CUST852787,Cruz-Weiss,Small,2026-01-02,51800,279741,88905,2026-01-12,10,7,2026-01-19,,IN_GRACE
FDX20252963085,CUST429963,"Petersen, Leblanc and Villanueva",Small,2026-01-02,57167,289784,65066,2026-01-12,10,7,2026-01-19,,ELIGIBLE
FDX20259611521,CUST322955,Blake Ltd,Mid,2026-01-02,58153,304279,87475,2026-01-17,15,12,2026-01-29,,IN_GRACE
FDX20255323377,CUST787277,Townsend-Nelson,Mega,2025-12-01,58594,255417,244575,2026-01-05,35,30,2026-02-04,,ELIGIBLE
FDX20255196677,CUST623481,Martin-Evans,Large,2025-12-03,27478,97676,43726,2025-12-28,25,20,2026-01-17,2026-01-11,RESOLVED_IN_GRACE
FDX20258428425,CUST514850,Hebert Group,Small,2026-01-05,56565,253156,217053,2026-01-15,10,7,2026-01-22,2026-01-19,RESOLVED_IN_GRACE
FDX20257326357,CUST774079,Cortez-Ortiz,Mid,2025-12-22,56297,287058,179831,2026-01-06,15,12,2026-01-18,,ELIGIBLE
FDX20259113963,CUST581141,Wells-Allen,Small,2026-01-02,49137,202939,51561,2026-01-12,10,7,2026-01-19,2026-01-14,RESOLVED_IN_GRACE
FDX20255081447,CUST249811,Brown-Lopez,Small,2025-12-31,15022,37649,23352,2026-01-10,10,7,2026-01-17,,IN_GRACE
FDX20256698561,CUST377746,Mcfarland-Savage,Small,2025-12-30,25998,101491,59122,2026-01-09,10,7,2026-01-16,2026-01-10,RESOLVED_IN_GRACE
FDX20258698199,CUST246413,Williams-Alvarado,Small,2026-01-08,2736,13222,4367,2026-01-18,10,7,2026-01-25,2026-01-22,RESOLVED_IN_GRACE
FDX20258729606,CUST358607,Murray-Webb,Mid,2025-12-15,27122,102395,87979,2025-12-30,15,12,2026-01-11,,ELIGIBLE
FDX20251458868,CUST881177,Hayes-Brown,Small,2025-12-30,1780,4700,4588,2026-01-09,10,7,2026-01-16,,ELIGIBLE
FDX20259086117,CUST688637,Reeves-Dunn,Small,2026-01-04,37321,130971,75351,2026-01-14,10,7,2026-01-21,,ELIGIBLE
FDX20252950658,CUST665158,Marshall-Nelson,Large,2025-12-11,53193,219827,197980,2026-01-05,25,20,2026-01-25,2026-01-06,RESOLVED_IN_GRACE
FDX20255325497,CUST375504,Pratt-Melton,Mid,2026-01-02,8043,30894,29535,2026-01-17,15,12,2026-01-29,2026-01-19,RESOLVED_IN_GRACE
FDX20252133372,CUST883300,Bridges-Fisher,Mid,2025-12-26,33599,137371,72831,2026-01-10,15,12,2026-01-22,2026-01-13,RESOLVED_IN_GRACE
FDX20257420191,CUST712982,Martinez-Rodriguez,Mid,2025-12-21,39517,207024,84070,2026-01-05,15,12,2026-01-17,,ELIGIBLE
FDX20254697401,CUST549245,Lowe-Duran,Mid,2025-12-18,35298,88715,73724,2026-01-02,15,12,2026-01-14,,IN_GRACE
FDX20254857587,CUST711878,White-Zimmerman,Small,2026-01-05,9993,44362,16277,2026-01-15,10,7,2026-01-22,2026-01-16,RESOLVED_IN_GRACE
FDX20256297082,CUST518801,Stewart-Stewart,Small,2026-01-05,25005,63307,45835,2026-01-15,10,7,2026-01-22,,IN_GRACE
FDX20257919359,CUST479580,"Clarke, Parker and Luna",Small,2026-01-08,55116,142550,140862,2026-01-18,10,7,2026-01-25,2026-01-23,RESOLVED_IN_GRACE
FDX20256923972,CUST329974,"Meadows, Baker and Howe",Mid,2025-12-20,54325,242752,215615,2026-01-04,15,12,2026-01-16,2026-01-14,RESOLVED_IN_GRACE
FDX20259665502,CUST245051,Ross-Griffith,Mid,2025-12-26,47708,228243,73585,2026-01-10,15,12,2026-01-22,2026-01-22,RESOLVED_IN_GRACE
FDX20259986747,CUST634277,Miller-Roth,Small,2026-01-02,48609,172677,64621,2026-01-12,10,7,2026-01-19,,IN_GRACE
FDX20251163128,CUST617488,Tucker-Baker,Mid,2025-12-13,23120,79089,69542,2025-12-28,15,12,2026-01-09,2026-01-03,RESOLVED_IN_GRACE
FDX20255418274,CUST195325,"Blackwell, Montgomery and Morales",Large,2025-12-01,25910,85719,71662,2025-12-26,25,20,2026-01-15,,ELIGIBLE
FDX20255165071,CUST892495,Holder-Beltran,Small,2025-12-23,17526,89448,38844,2026-01-02,10,7,2026-01-09,,ELIGIBLE
FDX20255819919,CUST149405,Taylor-Lopez,Small,2025-12-25,10226,28710,20855,2026-01-04,10,7,2026-01-11,,ELIGIBLE
FDX20252560439,CUST214975,"Vance, Turner and Dominguez",Large,2025-12-03,34478,195961,178197,2025-12-28,25,20,2026-01-17,,ELIGIBLE
FDX20257692945,CUST260265,Scott-Rodriguez,Large,2025-12-11,14155,65273,56617,2026-01-05,25,20,2026-01-25,,ELIGIBLE
FDX20256737688,CUST757924,Barry LLC,Large,2025-12-02,30667,160023,70533,2025-12-27,25,20,2026-01-16,2026-01-04,RESOLVED_IN_GRACE
FDX20252275551,CUST267753,Gill and Sons,Small,2026-01-11,24427,96589,31932,2026-01-21,10,7,2026-01-28,,ELIGIBLE
FDX20253994493,CUST930555,Harris-Lamb,Mid,2025-12-22,47338,198577,177608,2026-01-06,15,12,2026-01-18,,ELIGIBLE
FDX20258995273,CUST813536,"Potter, Franco and Ramirez",Mid,2025-12-15,28015,92890,89515,2025-12-30,15,12,2026-01-11,2026-01-05,RESOLVED_IN_GRACE
FDX20256265911,CUST542666,Li-Robinson,Mid,2025-12-20,50399,178026,128493,2026-01-04,15,12,2026-01-16,,ELIGIBLE
FDX20256931382,CUST725380,Leon-Cabrera,Small,2025-12-28,25363,69531,32343,2026-01-07,10,7,2026-01-14,2026-01-08,RESOLVED_IN_GRACE
FDX20254666931,CUST166613,Diaz-Ellis,Mid,2026-01-02,9089,52692,30690,2026-01-17,15,12,2026-01-29,2026-01-20,RESOLVED_IN_GRACE
FDX20255514342,CUST503457,Donovan-Brown,Mid,2025-12-18,55047,222715,138760,2026-01-02,15,12,2026-01-14,2026-01-11,RESOLVED_IN_GRACE
FDX20254066614,CUST500156,Norris-Scott,Large,2025-12-17,46446,230253,94045,2026-01-11,25,20,2026-01-31,2026-01-26,RESOLVED_IN_GRACE
FDX20254190481,CUST724834,Rosales-Brown,Small,2025-12-31,30684,169000,77127,2026-01-10,10,7,2026-01-17,,ELIGIBLE
FDX20259371819,CUST590785,Best Inc,Mid,2025-12-25,27836,74882,42322,2026-01-09,15,12,2026-01-21,,ELIGIBLE
FDX20254349848,CUST654816,Browning Ltd,Small,2025-12-30,6903,31843,15958,2026-01-09,10,7,2026-01-16,,IN_GRACE
FDX20254940319,CUST363626,Potter-Wolfe,Large,2025-12-09,36333,167844,41230,2026-01-03,25,20,2026-01-23,2026-01-11,RESOLVED_IN_GRACE
FDX20255061034,CUST680099,"Stark, Gardner and Hunter",Large,2025-12-01,2802,11178,8679,2025-12-26,25,20,2026-01-15,,IN_GRACE
FDX20255452763,CUST112038,"Zimmerman, Gonzalez and Ramirez",Mid,2025-12-29,54082,275097,263149,2026-01-13,15,12,2026-01-25,,ELIGIBLE
FDX20254469169,CUST813328,Glenn-Hernandez,Small,2026-01-06,34759,87813,81073,2026-01-16,10,7,2026-01-23,,ELIGIBLE
FDX20254845464,CUST855731,Munoz-Hale,Mid,2025-12-26,51257,283595,174697,2026-01-10,15,12,2026-01-22,2026-01-12,RESOLVED_IN_GRACE
FDX20254401858,CUST220116,Shepard-Vang,Small,2026-01-05,56338,283338,169522,2026-01-15,10,7,2026-01-22,2026-01-16,RESOLVED_IN_GRACE
FDX20255189194,CUST814825,Mendez-Hoover,Small,2025-12-23,53881,215835,88286,2026-01-02,10,7,2026-01-09,2026-01-04,RESOLVED_IN_GRACE
FDX20256973148,CUST663054,Adams-Brown,Small,2025-12-30,41421,161272,89652,2026-01-09,10,7,2026-01-16,,ELIGIBLE
FDX20253617171,CUST887352,Owen-Harris,Mega,2025-12-01,47540,204958,124876,2026-01-05,35,30,2026-02-04,2026-01-27,RESOLVED_IN_GRACE
FDX20252789949,CUST379786,Schultz-Ross,Mid,2026-01-04,49396,219032,205701,2026-01-19,15,12,2026-01-31,,IN_GRACE
FDX20253011227,CUST905934,Lang-Rosario,Small,2025-12-31,59124,195270,70971,2026-01-10,10,7,2026-01-17,,IN_GRACE
